id	photo	web_name	team_code	status	code	first_name	second_name	squad_number	news	now_cost	chance_of_playing_this_round	chance_of_playing_next_round	value_form	value_season	cost_change_start	cost_change_event	cost_change_start_fall	cost_change_event_fall	in_dreamteam	dreamteam_count	selected_by_percent	form	transfers_out	transfers_in	transfers_out_event	transfers_in_event	loans_in	loans_out	loaned_in	loaned_out	total_points	event_points	points_per_game	ep_this	ep_next	special	minutes	goals_scored	assists	clean_sheets	goals_conceded	own_goals	penalties_saved	penalties_missed	yellow_cards	red_cards	saves	bonus	bps	influence	creativity	threat	ict_index	ea_index	element_type	team
86	47431.jpg	Willian	8	a	47431	Willian	Borges Da Silva	22		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	9.9	0.0	0	0	0	0	0	0	0	0	135	0	3.9	NA	2.7	FALSE	2740	5	10	8	40	0	0	0	5	0	0	12	605	626.6	1285.8	717.0	262.9	512	3	4
87	62398.jpg	Matic	8	a	62398	Nemanja	Matic	21		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.2	0.0	0	0	0	0	0	0	0	0	83	0	2.5	NA	1.4	FALSE	2414	2	3	7	37	0	0	0	4	1	0	5	500	535.6	323.4	372.0	123.1	373	3	4
88	126187.jpg	Loftus-Cheek	8	a	126187	Ruben	Loftus-Cheek	36		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	25	0	1.9	NA	1.8	FALSE	412	1	1	1	8	0	0	0	0	0	0	0	98	86.6	79.0	157.0	32.3	68	3	4
89	28495.jpg	Mikel	8	n	28495	John Obi	Mikel	12	Set to miss the first couple of matches of 2016/17 as he is playing for Nigeria in the summer Olympics. - Expected back 27 Aug	45	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	45	0	1.8	NA	0.0	FALSE	1782	0	1	5	26	0	0	0	6	0	0	0	332	275.6	119.8	40.0	43.5	209	3	4
90	49579.jpg	Pedro	8	a	49579	Pedro	Rodríguez Ledesma	11		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.8	0.0	0	0	0	0	0	0	0	0	113	0	3.9	NA	2.7	FALSE	2035	7	3	7	28	0	0	0	3	0	0	14	476	481.2	653.5	765.0	190.0	399	3	4
91	110504.jpg	Traore	8	a	110504	Bertrand	Traore	14		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	28	0	2.8	NA	1.8	FALSE	375	2	1	2	2	0	0	0	0	0	0	1	96	122.8	99.3	224.0	44.6	101	3	4
92	49013.jpg	Moses	8	a	49013	Victor	Moses	15		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	46	0	2.2	NA	1.8	FALSE	979	1	4	1	19	0	0	0	0	0	0	0	127	137.6	253.4	238.0	62.9	127	3	4
93	82660.jpg	Van Ginkel	8	a	82660	Marco	Van Ginkel	NA		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	23	0	1.4	NA	1.4	FALSE	755	0	0	0	11	0	0	0	0	0	0	0	114	94.0	97.5	131.0	32.3	81	3	4
94	167767.jpg	Kenedy	8	a	167767	Robert Kenedy	Nunes do Nascimento	16		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	23	0	1.6	NA	1.8	FALSE	556	1	0	1	10	0	0	0	0	0	0	3	101	101.0	99.9	92.0	29.3	86	3	4
95	116594.jpg	Kanté	8	a	116594	N'Golo	Kanté	7		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	25.2	0.0	0	0	0	0	0	0	0	0	108	0	2.9	NA	1.4	FALSE	3022	1	4	15	29	0	0	0	3	0	0	9	695	751.6	475.7	122.0	134.9	501	3	4
96	94245.jpg	Batshuayi	8	a	94245	Michy	Batshuayi	23		90	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	3.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	4
97	18507.jpg	Costa	8	a	18507	Diego	Da Silva Costa	19		95	NA	100	0.0	0.0	0	0	0	0	FALSE	0	5.8	0.0	0	0	0	0	0	0	0	0	129	0	4.6	NA	2.9	FALSE	2373	12	7	6	40	0	0	0	8	0	0	14	399	641.4	494.5	1201.0	233.7	533	4	4
98	38419.jpg	Remy	8	a	38419	Loïc	Remy	18		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	24	0	1.8	NA	2.0	FALSE	291	1	1	0	6	0	0	0	0	0	0	2	67	72.0	64.7	189.0	32.6	62	4	4
99	11554.jpg	Speroni	31	a	11554	Julian	Speroni	1		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	5	0	2.5	NA	1.7	FALSE	180	0	0	0	6	0	0	0	0	0	10	1	32	67.6	0.0	0.0	6.8	13	1	5
100	20066.jpg	Hennessey	31	a	20066	Wayne	Hennessey	13		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	5.7	0.0	0	0	0	0	0	0	0	0	98	0	3.4	NA	1.7	FALSE	2610	0	0	8	36	0	0	0	1	0	78	5	489	531.6	0.0	0.0	53.2	266	1	5
101	58376.jpg	McCarthy	20	a	58376	Alex	McCarthy	13		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	20	0	2.9	NA	2.2	FALSE	630	0	0	0	9	0	0	0	0	0	32	0	121	207.4	0.0	0.0	20.7	82	1	13
102	44413.jpg	Mandanda	31	a	44413	Steve	Mandanda	30		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.8	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.7	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	5
103	49413.jpg	Tomkins	31	d	49413	James	Tomkins	5	Muscle injury - 25% chance of playing	50	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	70	0	2.8	NA	0.6	FALSE	1961	0	0	8	24	0	0	0	3	0	0	3	426	399.2	163.2	89.0	65.1	221	2	5
104	19188.jpg	Dann	31	a	19188	Scott	Dann	6		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	7.7	0.0	0	0	0	0	0	0	0	0	130	0	3.7	NA	2.8	FALSE	3150	5	2	8	44	0	0	0	7	0	0	11	604	891.0	127.3	569.0	158.7	480	2	5
105	55494.jpg	Ward	31	a	55494	Joel	Ward	2		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.1	0.0	0	0	0	0	0	0	0	0	93	0	3.1	NA	2.2	FALSE	2691	2	1	6	41	0	0	0	4	0	0	10	503	581.6	251.1	167.0	100.0	333	2	5
106	58786.jpg	Kelly	31	a	58786	Martin	Kelly	34		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	29	0	2.2	NA	1.6	FALSE	1044	0	0	3	15	0	0	0	3	0	0	0	174	168.2	82.8	14.0	26.5	96	2	5
107	7906.jpg	Delaney	31	a	7906	Damien	Delaney	27		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	94	0	2.9	NA	2.2	FALSE	2880	2	4	5	46	2	0	0	2	0	0	6	514	798.4	116.8	305.0	122.0	366	2	5
108	79228.jpg	Souaré	31	d	79228	Pape	Souaré	23	Muscle injury - 75% chance of playing	45	NA	75	0.0	0.0	0	0	0	0	FALSE	0	1.9	0.0	0	0	0	0	0	0	0	0	78	0	2.3	NA	1.2	FALSE	3015	0	1	7	45	1	0	0	6	1	0	4	504	549.8	438.0	77.0	106.5	354	2	5
109	55452.jpg	Bolasie	31	a	55452	Yannick	Bolasie	10		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	5.2	0.0	0	0	0	0	0	0	0	0	96	0	3.7	NA	2.1	FALSE	2075	5	3	7	21	0	0	0	2	0	0	9	292	504.8	430.8	728.0	166.4	469	3	5
110	19197.jpg	Puncheon	31	a	19197	Jason	Puncheon	42		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.2	0.0	0	0	0	0	0	0	0	0	87	0	2.8	NA	1.8	FALSE	2615	2	3	9	36	0	0	0	3	0	0	1	447	449.2	973.9	516.0	193.9	381	3	5
111	82403.jpg	Zaha	31	a	82403	Wilfried	Zaha	11		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.0	0.0	0	0	0	0	0	0	0	0	85	0	2.5	NA	1.8	FALSE	2488	2	5	6	37	0	0	0	5	0	0	0	326	416.4	617.4	586.0	162.0	353	3	5
112	59115.jpg	Jedinak	31	a	59115	Mile	Jedinak	15		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	39	0	1.4	NA	1.0	FALSE	1540	0	0	3	29	0	0	0	6	0	0	0	217	268.2	153.1	234.0	65.5	118	3	5
113	18805.jpg	Ledley	31	a	18805	Joe	Ledley	16		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.8	0.0	0	0	0	0	0	0	0	0	37	0	1.9	NA	1.0	FALSE	981	1	0	2	19	0	0	0	1	0	0	2	170	173.8	56.8	97.0	32.8	121	3	5
114	50471.jpg	McArthur	31	d	50471	James	McArthur	18	Knee injury - 75% chance of playing	50	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	71	0	2.5	NA	1.1	FALSE	2185	2	2	5	28	0	0	0	5	0	0	2	385	363.2	309.4	171.0	84.4	282	3	5
115	49438.jpg	Mutch	31	a	49438	Jordon	Mutch	22		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	25	0	1.3	NA	1.0	FALSE	803	0	0	0	16	0	0	0	0	0	0	0	105	79.2	147.3	182.0	40.9	54	3	5
116	103100.jpg	Williams	31	d	103100	Jonathan	Williams	20	Ankle injury - 75% chance of playing	45	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	1	0	1.0	NA	0.8	FALSE	11	0	0	0	0	0	0	0	0	0	0	0	3	0.2	1.4	0.0	0.2	1	3	5
117	75773.jpg	Lee Chung-yong	31	a	75773	Chung-yong	Lee	14		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	22	0	1.7	NA	1.0	FALSE	390	1	0	0	11	0	0	0	0	0	0	2	101	94.8	107.1	55.0	25.7	56	3	5
118	27341.jpg	Cabaye	31	a	27341	Yohan	Cabaye	7		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.2	0.0	0	0	0	0	0	0	0	0	105	0	3.2	NA	2.1	FALSE	2689	5	1	9	32	0	0	1	7	0	0	13	562	605.6	809.9	529.0	194.5	397	3	5
119	44343.jpg	Sako	31	i	44343	Bakary	Sako	26	Groin Injury - Expected back 20 Aug	55	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	55	0	2.8	NA	0.0	FALSE	1069	2	2	3	14	0	0	0	1	0	0	6	168	215.6	198.7	414.0	82.8	220	3	5
120	60252.jpg	Townsend	31	a	60252	Andros	Townsend	17		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	5.9	0.0	0	0	0	0	0	0	0	0	64	0	4.0	NA	2.3	FALSE	1154	4	2	4	19	0	0	0	0	0	0	6	266	368.0	412.4	302.0	108.2	315	3	5
121	28541.jpg	Campbell	31	i	28541	Fraizer	Campbell	9	Hamstring injury - Expected back 20 Aug	45	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	12	0	1.1	NA	0.0	FALSE	362	0	0	1	8	0	0	0	1	0	0	0	11	1.2	28.8	46.0	7.6	12	4	5
122	59125.jpg	Wickham	31	a	59125	Connor	Wickham	21		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.4	0.0	0	0	0	0	0	0	0	0	70	0	3.3	NA	1.8	FALSE	1321	5	3	4	18	0	0	0	1	0	0	7	209	278.4	219.8	472.0	97.0	225	4	5
123	78315.jpg	Robles	11	a	78315	Joel	Robles	1		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	46	0	3.5	NA	1.7	FALSE	1170	0	0	3	20	0	0	0	1	0	45	3	239	312.6	0.0	0.0	31.3	110	1	6
124	10318.jpg	Stekelenburg	11	a	10318	Maarten	Stekelenburg	22		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	57	0	3.4	NA	1.7	FALSE	1530	0	0	6	19	0	0	0	0	0	30	0	273	242.6	10.0	0.0	25.3	151	1	6
125	12745.jpg	Baines	11	a	12745	Leighton	Baines	3		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.5	0.0	0	0	0	0	0	0	0	0	67	0	3.7	NA	1.8	FALSE	1479	2	2	4	26	0	0	0	0	0	0	7	337	364.0	370.0	81.0	81.5	212	2	6
126	59949.jpg	Coleman	11	a	59949	Seamus	Coleman	23		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	6.6	0.0	0	0	0	0	0	0	0	0	94	0	3.4	NA	1.8	FALSE	2383	1	3	8	34	0	0	0	4	0	0	8	519	487.8	306.7	326.0	112.1	327	2	6
127	7645.jpg	Jagielka	11	d	7645	Phil	Jagielka	6	Lack of match fitness - 75% chance of playing	50	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	65	0	3.1	NA	0.9	FALSE	1850	0	0	7	25	0	0	0	0	0	0	4	445	549.4	37.2	69.0	65.6	221	2	6
128	97299.jpg	Stones	43	a	97299	John	Stones	24		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	26.8	0.0	0	0	0	0	0	0	0	0	82	0	2.5	NA	3.2	FALSE	2779	0	0	8	45	0	0	0	3	0	0	4	616	666.6	106.5	85.0	85.8	336	2	10
129	108824.jpg	Galloway	11	a	108824	Brendan	Galloway	32		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	39	0	2.6	NA	0.6	FALSE	1221	0	1	4	20	0	0	0	2	0	0	0	216	182.0	80.5	115.0	37.8	126	2	6
130	149468.jpg	Browning	11	a	149468	Tyias	Browning	27		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.9	0.0	0	0	0	0	0	0	0	0	9	0	1.8	NA	0.0	FALSE	298	0	0	1	5	0	0	0	1	0	0	0	55	35.4	26.0	27.0	8.8	22	2	6
131	114093.jpg	Pennington	11	d	114093	Matthew	Pennington	38	Hamstring injury - 75% chance of playing	40	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	4	0	1.0	NA	0.0	FALSE	298	0	0	0	7	0	0	0	1	0	0	0	49	88.2	3.8	39.0	13.1	53	2	6
132	121221.jpg	Funes Mori	11	a	121221	Ramiro	Funes Mori	25		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.7	0.0	0	0	0	0	0	0	0	0	92	0	3.3	NA	1.2	FALSE	2193	4	1	6	37	0	0	0	4	1	0	9	556	761.0	96.9	334.0	119.2	304	2	6
133	26901.jpg	Mirallas	11	a	26901	Kevin	Mirallas	11		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	59	0	2.6	NA	1.3	FALSE	1012	4	2	2	18	0	0	0	0	2	0	6	198	281.6	285.7	502.0	106.9	245	3	6
134	88894.jpg	Barkley	11	a	88894	Ross	Barkley	8		75	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	7.9	0.0	0	0	0	0	0	0	0	0	158	0	4.2	NA	1.7	FALSE	3076	8	9	9	51	0	0	0	4	0	0	14	652	807.0	949.3	1014.0	277.0	654	3	6
135	43250.jpg	Cleverley	11	a	43250	Tom	Cleverley	15		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	77	0	3.5	NA	0.8	FALSE	1613	2	5	4	27	0	0	0	1	0	0	11	357	318.8	389.5	296.0	100.4	241	3	6
136	50472.jpg	McCarthy	11	a	50472	James	McCarthy	16		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	73	0	2.5	NA	0.4	FALSE	2428	2	2	7	37	0	0	0	5	1	0	3	438	492.0	278.5	152.0	92.3	365	3	6
137	1632.jpg	Barry	11	a	1632	Gareth	Barry	18		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.9	0.0	0	0	0	0	0	0	0	0	76	0	2.3	NA	0.0	FALSE	2837	0	2	10	42	0	0	0	5	1	0	4	494	628.4	504.4	247.0	138.0	418	3	6
138	27707.jpg	Gibson	11	a	27707	Darron	Gibson	4		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	9	0	1.3	NA	0.0	FALSE	242	0	1	0	4	0	0	0	3	0	0	0	44	67.8	48.0	8.0	12.4	44	3	6
139	87447.jpg	Besic	11	i	87447	Muhamed	Besic	21	Knee injury - Expected back 04 Feb	45	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	15	0	1.3	NA	0.0	FALSE	558	0	0	1	13	0	0	0	1	0	0	0	114	123.8	85.7	24.0	23.4	75	3	6
140	77762.jpg	Oviedo	11	a	77762	Bryan	Oviedo	20		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	32	0	2.3	NA	0.0	FALSE	996	0	1	3	18	0	0	0	0	0	0	1	203	226.8	203.0	70.0	50.0	130	3	6
141	94924.jpg	Deulofeu	11	a	94924	Gerard	Deulofeu	7		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.2	0.0	0	0	0	0	0	0	0	0	82	0	3.2	NA	1.3	FALSE	1383	2	9	3	24	0	0	0	2	0	0	3	349	391.6	530.0	288.0	121.0	283	3	6
142	17349.jpg	Lennon	11	a	17349	Aaron	Lennon	12		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	80	0	3.2	NA	1.1	FALSE	1538	5	1	5	25	0	0	0	1	0	0	7	319	355.0	341.4	308.0	100.4	278	3	6
143	66749.jpg	Lukaku	11	d	66749	Romelu	Lukaku	10	Heel Injury - 75% chance of playing	90	NA	75	0.0	0.0	0	0	0	0	FALSE	0	13.2	0.0	0	0	0	0	0	0	0	0	185	0	5.0	NA	1.3	FALSE	3170	18	7	9	52	0	0	1	3	0	0	25	621	878.0	798.5	1863.0	354.0	754	4	6
144	26921.jpg	Koné	11	a	26921	Arouna	Koné	9		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.1	0.0	0	0	0	0	0	0	0	0	76	0	3.0	NA	0.5	FALSE	1457	5	4	4	20	0	0	0	1	0	0	6	299	343.8	258.3	502.0	110.4	289	4	6
145	113688.jpg	Niasse	11	a	113688	Oumar	Niasse	14		60	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	6	0	1.2	NA	0.8	FALSE	143	0	0	0	6	0	0	0	0	0	0	0	21	18.0	47.1	23.0	8.8	19	4	6
146	12390.jpg	McGregor	88	i	12390	Allan	McGregor	1	Back injury - Expected back 14 Jan	45	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	7
147	11974.jpg	Jakupovic	88	a	11974	Eldin	Jakupovic	16		40	NA	100	0.0	0.0	0	0	0	0	FALSE	0	13.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	7
148	171982.jpg	Lenihan	88	a	171982	Brian	Lenihan	31		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.7	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
149	19115.jpg	Davies	88	a	19115	Curtis	Davies	6		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.7	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
150	12679.jpg	Dawson	88	i	12679	Michael	Dawson	21	Knee injury - Expected back 22 Oct	45	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
151	88898.jpg	Odubajo	88	i	88898	Moses	Odubajo	2	Knee injury - Expected back 21 Jan	45	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
152	122798.jpg	Robertson	88	a	122798	Andrew	Robertson	26		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.3	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
153	95658.jpg	Maguire	88	d	95658	Harry	Maguire	12	Ankle injury - 25% chance of playing	45	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
154	19687.jpg	Bruce	88	i	19687	Alex	Bruce	4	Achilles injury - Expected back 14 Jan	40	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	7
155	18987.jpg	Snodgrass	88	a	18987	Robert	Snodgrass	10		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
156	74033.jpg	Clucas	88	a	74033	Sam	Clucas	11		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
157	49944.jpg	Livermore	88	a	49944	Jake	Livermore	14		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
158	37339.jpg	Elmohamady	88	a	37339	Ahmed	Elmohamady	27		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
159	28147.jpg	Diamé	88	u	28147	Mohamed	Diamé	17	Joined Newcastle United on 3/8	55	NA	0	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
160	15109.jpg	Huddlestone	88	a	15109	Tom	Huddlestone	8		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
161	53371.jpg	Meyler	88	a	53371	David	Meyler	7		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
162	9110.jpg	Maloney	88	d	9110	Shaun	Maloney	15	Groin Injury - 75% chance of playing	45	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.4	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	7
163	59856.jpg	Hernández	88	a	59856	Abel	Hernández	9		60	NA	100	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	7
164	111847.jpg	Diomande	88	a	111847	Adama	Diomande	25		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	-0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	7
165	17745.jpg	Schmeichel	13	a	17745	Kasper	Schmeichel	1		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	12.7	0.0	0	0	0	0	0	0	0	0	147	0	3.9	NA	4.2	FALSE	3420	0	0	15	36	0	0	0	2	0	100	5	724	727.4	50.0	0.0	77.7	475	1	8
166	51934.jpg	Zieler	13	a	51934	Ron-Robert	Zieler	21		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.3	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.2	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	8
167	15033.jpg	Morgan	13	a	15033	Wes	Morgan	5		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	24.6	0.0	0	0	0	0	0	0	0	0	139	0	3.7	NA	3.7	FALSE	3420	2	0	15	36	0	0	0	3	0	0	5	653	825.6	37.1	342.0	120.5	549	2	8
168	37402.jpg	Fuchs	13	a	37402	Christian	Fuchs	28		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	12.2	0.0	0	0	0	0	0	0	0	0	150	0	4.7	NA	4.3	FALSE	2711	0	4	15	20	0	0	0	4	0	0	25	746	759.0	649.7	172.0	158.1	482	2	8
169	86417.jpg	Schlupp	13	a	86417	Jeffrey	Schlupp	15		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	52	0	2.2	NA	3.7	FALSE	1387	1	4	2	24	0	0	0	4	0	0	2	285	296.6	260.5	306.0	86.3	236	2	8
170	37388.jpg	Wasilewski	13	a	37388	Marcin	Wasilewski	27		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.3	0.0	0	0	0	0	0	0	0	0	3	0	0.8	NA	2.5	FALSE	303	0	0	0	6	0	0	0	2	0	0	0	28	68.0	0.4	8.0	7.6	35	2	8
