id	photo	web_name	team_code	status	code	first_name	second_name	squad_number	news	now_cost	chance_of_playing_this_round	chance_of_playing_next_round	value_form	value_season	cost_change_start	cost_change_event	cost_change_start_fall	cost_change_event_fall	in_dreamteam	dreamteam_count	selected_by_percent	form	transfers_out	transfers_in	transfers_out_event	transfers_in_event	loans_in	loans_out	loaned_in	loaned_out	total_points	event_points	points_per_game	ep_this	ep_next	special	minutes	goals_scored	assists	clean_sheets	goals_conceded	own_goals	penalties_saved	penalties_missed	yellow_cards	red_cards	saves	bonus	bps	influence	creativity	threat	ict_index	ea_index	element_type	team
470	73889.jpg	Sakho	21	d	73889	Diafra	Sakho	15	Back injury - 25% chance of playing	60	NA	25	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	71	0	3.4	NA	0.4	FALSE	1520	5	4	4	24	0	0	0	3	0	0	4	210	281.2	215.7	808.0	130.5	286	4	20
471	98747.jpg	Pope	90	a	98747	Nick	Pope	29		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	2.6	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	3
472	1801.jpg	Robinson	90	a	1801	Paul	Robinson	17		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	3.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	3
473	60586.jpg	Gudmundsson	90	a	60586	Johann Berg	Gudmundsson	25		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	3
474	33871.jpg	Klavan	14	a	33871	Ragnar	Klavan	17		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.7	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	9
475	210237.jpg	Grujic	14	d	210237	Marko	Grujic	16	Ankle injury - 75% chance of playing	50	NA	75	0.0	0.0	0	0	0	0	FALSE	0	1.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.7	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	9
476	160729.jpg	Denayer	43	a	160729	Jason	Denayer	28		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.2	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	10
477	20399.jpg	Barragán	25	a	20399	Antonio	Barragán	17		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	12
478	42892.jpg	Negredo	25	a	42892	Álvaro	Negredo	10		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	10.7	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	12
479	42738.jpg	Zuñiga	57	a	42738	Juan	Zuñiga	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	18
480	97296.jpg	Hoban	57	a	97296	Tommie	Hoban	31		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	18
481	86431.jpg	Dja Djédjé	57	d	86431	Brice	Dja Djédjé	NA	Knock - 75% chance of playing	45	NA	75	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.8	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	18
482	121599.jpg	Doucouré	57	a	121599	Abdoulaye	Doucouré	NA		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.9	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	18
483	81183.jpg	Vydra	57	a	81183	Matej	Vydra	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	18
484	156074.jpg	Holding	3	a	156074	Rob	Holding	16		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	1
485	41733.jpg	Wijnaldum	14	a	41733	Georginio	Wijnaldum	5		80	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	4.6	0.0	0	0	0	0	0	0	0	0	170	0	4.5	NA	2.4	FALSE	3163	11	6	8	59	0	0	0	1	0	0	17	677	823.6	688.0	832.0	234.4	630	3	9
486	205102.jpg	Sobhi	110	a	205102	Ramadan	Sobhi	32		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.9	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	14
487	159506.jpg	Aina	8	a	159506	Ola	Aina	34		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.2	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	4
488	80801.jpg	Gueye	11	a	80801	Idrissa	Gueye	17		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	74	0	2.1	NA	0.4	FALSE	3071	0	2	6	65	0	0	0	10	0	0	3	603	0.0	0.0	0.0	0.0	270	3	6
489	182156.jpg	Sané	43	a	182156	Leroy	Sané	19		80	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.6	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.9	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	10
490	41705.jpg	Guzan	25	a	41705	Bradley	Guzan	12		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.8	0.0	0	0	0	0	0	0	0	0	62	0	2.2	NA	1.2	FALSE	2520	0	0	2	58	0	0	0	2	0	89	0	445	0.0	0.0	0.0	0.0	188	1	12
491	78091.jpg	Ramírez	25	a	78091	Gastón	Ramírez	21		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	12
492	40833.jpg	Pied	20	a	40833	Jérémy	Pied	26		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.7	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	13
493	147675.jpg	Akpom	3	a	147675	Chuba	Akpom	32		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	1
494	138009.jpg	Kaikai	31	a	138009	Sullay	Kaikai	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	1	0	1.0	NA	1.0	FALSE	45	0	0	0	3	0	0	0	0	0	0	0	9	0.0	0.0	0.0	0.0	9	3	5
495	194164.jpg	Holgate	11	a	194164	Mason	Holgate	30		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.6	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	6
496	172850.jpg	Chilwell	13	a	172850	Benjamin	Chilwell	3		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	8
497	165911.jpg	Kapustka	13	a	165911	Bartosz	Kapustka	14		55	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	3.3	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	8
498	145235.jpg	Angelino	43	a	145235	Jose Angel	Esmoris Tasende	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.6	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	10
499	80935.jpg	Djilobodji	56	a	80935	Papy	Djilobodji	NA		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.6	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	15
500	19760.jpg	Llorente	80	a	19760	Fernando	Llorente	9		65	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	1.8	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	16
501	168763.jpg	Carter-Vickers	6	a	168763	Cameron	Carter-Vickers	38		45	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.6	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	17
502	80788.jpg	Lafferty	90	a	80788	Daniel	Lafferty	3		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	0.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	3
503	74208.jpg	Pogba	1	a	74208	Paul	Pogba	6		85	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	13.3	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	4.6	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	3	11
504	88900.jpg	Stephens	20	a	88900	Jack	Stephens	24		40	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	1.5	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	13
505	105717.jpg	Masuaku	21	a	105717	Arthur	Masuaku	26		50	NA	NA	0.0	0.0	0	0	0	0	FALSE	0	0.2	0.0	0	0	0	0	0	0	0	0	0	0	0.0	NA	2.2	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	20
